13.06,0.0,2991.0,78.57
13.19,0.0,2990.0,78.57
13.12,0.0,2990.0,78.46
13.08,0.0,2989.0,78.46
13.04,0.0,2990.0,78.46
13.04,0.0,2989.0,78.46
13.03,0.0,2988.0,78.57
13.03,0.0,2989.0,78.46
13.03,0.0,2990.0,78.46
13.03,0.0,2989.0,78.46
13.06,0.0,2989.0,78.46
13.02,0.0,2994.0,78.46
13.03,0.0,2989.0,78.46
13.03,0.0,2989.0,78.46
13.03,0.0,2988.0,78.46
13.02,0.0,2990.0,78.46
13.14,0.0,2996.0,78.46
13.19,0.0,2996.0,78.46
13.11,0.0,2999.0,78.46
13.27,0.0,2989.0,78.46
13.05,0.0,2989.0,78.46
13.03,0.0,2999.0,78.46
13.15,0.0,2995.0,78.46
13.15,0.0,2994.0,78.46
13.16,0.0,2994.0,78.46
13.2,0.0,2998.0,78.46
13.13,0.0,2995.0,78.46
13.08,0.0,2999.0,78.46
13.05,0.0,2995.0,78.46
13.06,0.0,2995.0,78.46
13.04,0.0,3000.0,78.46
13.03,0.0,2990.0,78.46
13.05,0.0,3001.0,78.35
12.99,0.0,2989.0,78.46
13.01,0.0,2992.0,78.35
13.01,0.0,2992.0,78.46
13.05,0.0,2990.0,78.46
13.03,0.0,2990.0,78.46
13.04,0.0,2990.0,78.35
13.03,0.0,2990.0,78.35
13.04,0.0,2990.0,78.35
13.04,0.0,2989.0,78.35
13.05,0.0,2990.0,78.35
13.1,0.0,2998.0,78.35
13.07,0.0,2990.0,78.35
13.03,0.0,2990.0,78.35
13.15,0.0,2989.0,78.35
13.04,0.0,2989.0,78.35
13.03,0.0,2995.0,78.35
13.04,0.0,2990.0,78.35
13.17,0.0,2989.0,78.35
13.06,0.0,2994.0,78.35
13.04,0.0,2995.0,78.35
13.02,0.0,2995.0,78.35
13.03,0.0,2990.0,78.35
13.04,0.0,2990.0,78.35
13.03,0.0,2990.0,78.35
13.11,0.0,2989.0,78.46
13.13,0.0,2989.0,78.35
13.05,0.0,2989.0,78.35
13.05,0.0,2990.0,78.35
13.05,0.0,2990.0,78.35
13.03,0.0,2990.0,78.35
13.07,0.0,2989.0,78.35
13.02,0.0,2990.0,78.35
13.05,0.0,2990.0,78.35
13.05,0.0,2990.0,78.35
13.03,0.0,2995.0,78.35
13.04,0.0,2997.0,78.35
13.02,0.0,2989.0,78.35
13.02,0.0,2995.0,78.35
12.97,0.0,2990.0,78.35
12.99,0.0,2994.0,78.35
13.04,0.0,2997.0,78.24
13.08,0.0,2994.0,78.24
13.03,0.0,2994.0,78.35
13.02,0.0,2990.0,78.35
13.02,0.0,2990.0,78.35
13.02,0.0,2990.0,78.35
13.02,0.0,2990.0,78.24
13.02,0.0,2990.0,78.24
13.05,0.0,2990.0,78.35
13.09,0.0,2994.0,78.35
13.02,0.0,2990.0,78.35
13.03,0.0,2989.0,78.35
13.07,0.0,2990.0,78.35
13.04,0.0,2989.0,78.35
13.04,0.0,2989.0,78.35
13.03,0.0,2990.0,78.35
13.03,0.0,2991.0,78.35
13.05,0.0,2994.0,78.35
13.03,0.0,2990.0,78.35
13.02,0.0,2989.0,78.35
13.04,0.0,2995.0,78.46
13.03,0.0,2988.0,79.25
13.03,0.0,2989.0,80.04
13.04,0.0,2989.0,80.82
13.04,0.0,2989.0,81.84
13.15,0.0,2988.0,82.96
13.03,0.0,2988.0,83.86
13.02,0.0,2990.0,84.65
13.02,0.0,2989.0,85.32
13.02,0.0,2990.0,85.89
13.04,0.0,2989.0,86.34
13.05,0.0,2989.0,86.9
13.04,0.0,2990.0,87.24
13.02,0.0,2989.0,87.69
13.05,0.0,2994.0,87.91
13.0,0.0,2989.0,88.14
12.96,0.0,2986.0,88.47
13.03,0.0,2986.0,88.7
13.03,0.0,2989.0,88.93
13.04,0.0,2991.0,89.15
13.04,0.0,2990.0,89.26
13.06,0.0,2994.0,89.6
13.01,0.0,2991.0,89.6
13.04,0.0,2988.0,89.6
13.04,0.0,2988.0,89.6
13.03,0.0,2990.0,89.49
13.04,0.0,2990.0,89.38
13.03,0.0,2990.0,89.38
13.04,0.0,2991.0,89.26
13.14,0.0,2990.0,89.15
13.02,0.0,2988.0,89.04
13.04,0.0,2988.0,88.81
13.02,0.0,2990.0,88.7
13.03,0.0,2989.0,88.59
13.07,0.0,2990.0,88.59
13.05,0.92,2991.0,88.47
13.03,0.92,2990.0,88.36
13.03,0.92,2994.0,88.25
13.09,0.92,2991.0,88.25
13.09,0.0,2992.0,88.14
13.07,0.0,2991.0,88.03
13.07,0.0,2989.0,87.91
13.08,0.0,3000.0,87.91
13.06,0.0,2989.0,87.8
13.2,0.0,2995.0,87.69
13.18,0.0,2994.0,87.69
13.05,0.0,2988.0,87.69
13.04,0.0,2989.0,87.69
13.04,0.0,2988.0,87.57
13.04,0.0,2989.0,87.57
13.05,0.0,2989.0,87.46
13.04,0.0,2990.0,87.46
13.08,0.0,2989.0,87.35
12.99,0.0,2985.0,87.35
